ID,day,month,year,place of marriage,forename of groom,surname of groom,occupation of groom,marital status of groom,age of groom,address of groom,forename of bride,surname of bride,occupation of bride,marital status of bride,age of bride,address of bride,groom's father's forename,groom's father's surname,groom's father's occupation,if groom's father deceased,groom's mother's forename,groom's mother's maiden surname,if groom's mother deceased,bride's father's forename,bride's father's surname,bride's father's occupation,if bride's father deceased,bride's mother's forename,bride's mother's maiden surname,if bride's mother deceased,notes1,gdeath,bdeath,GROOM_IDENTITY,BRIDE_IDENTITY,GROOM_MOTHER_IDENTITY,GROOM_FATHER_IDENTITY,BRIDE_MOTHER_IDENTITY,BRIDE_FATHER_IDENTITY,GROOM_BIRTH_RECORD_IDENTITY,BRIDE_BIRTH_RECORD_IDENTITY,GROOM_FATHER_BIRTH_RECORD_IDENTITY,GROOM_MOTHER_BIRTH_RECORD_IDENTITY,BRIDE_FATHER_BIRTH_RECORD_IDENTITY,BRIDE_MOTHER_BIRTH_RECORD_IDENTITY,BRIDE_IMMIGRANT_GENERATION,GROOM_IMMIGRANT_GENERATION
8504,10,JANUARY,1958,"Croc North Ayrshire",Benjamin,Laing,WOOD CUTTER,B,24,"3 Wildcat Cleuch, Glenburn Hall, Jedburgh",Lauren,Ramsay,SCHOLAR,S,16,"20 Common Road, Cellardyke, Fife",Michael,Laing,LINEN WEAVER,,Lucy-ann,Keir,,Lewis,Ramsay,LABOURER,,Eleanor,Johnstone,,SYNTHETIC DATA PRODUCED USING VALIPOP,26079,27976,26079,27976,20280,19353,22476,21565,26079,27976,19353,20280,21565,22476,NA,NA
8505,21,JANUARY,1958,"South Ayrshire",Rory,Ramsay,SHAWL WEAVER,B,22,"3 Bowling Green Road, Turriff, Aberdeenshire",Flora,Keir,SCHOLAR,S,16,"3 Fairways, Abbotsmeadow, Melrose",Lewis,Ramsay,FOREST LAB,,Chloe,Neilson,,Ashley,Keir,HAWKER,,Jessica,Jordan,,SYNTHETIC DATA PRODUCED USING VALIPOP,26609,27898,26609,27898,21954,21341,21162,20419,26609,27898,21341,21954,20419,21162,NA,NA
8506,5,MAY,1958,"Scaurs Jedburgh ",Eric,Donald,BANK ACCOUNTANT,B,23,"4 Murray Crescent, Croc, North Ayrshire",Catrin,Clifford,,S,18,"4 Castle Road, Genoch Farm, South Ayrshire",Christopher,Donald,SEAMAN (MASTER),,Naazish,Gillespie,,Steven,Clifford,AG LAB,,Amaarah,Gillespie,,SYNTHETIC DATA PRODUCED USING VALIPOP,26595,27974,26595,27974,21642,20529,22448,20603,26595,27974,20529,21642,20603,22448,NA,NA
8507,10,JUNE,1958,"Langholm Dumfries and Galloway",Sam,Mclaren,SCHOLAR,B,16,"11 Ailsa Place, Girvan, South Ayrshire",Abigail,Hobson,SCHOLAR,S,16,"18 Arranton Place, Croc, North Ayrshire",Marco,Mclaren,FARMING 70 ACRES,,Mackenzie,Webb,,Finley,Hobson,LABOURER IRON WORKS,,Alice,Hobson,,SYNTHETIC DATA PRODUCED USING VALIPOP,28123,28376,28123,28376,21274,20667,22930,22829,28123,28376,20667,21274,22829,22930,NA,NA
8508,11,AUGUST,1958,"Stranraer Dumfries and Galloway",Jerome,Porter,SCHOLAR,B,17,"1 New Path, Annan, Dumfries and Galloway",Naomi,Mullen,SCHOLAR,S,16,"7 Dail a' Chladaich, Highland",Daniel,Porter,MASON,,Alexandra,Kelman,,Nathan,Mullen,BOOKSELLER,,Georgia,Laing,,SYNTHETIC DATA PRODUCED USING VALIPOP,27949,28396,27949,28396,21856,20049,23328,21629,27949,28396,20049,21856,21629,23328,NA,NA
8509,11,MARCH,1958,"Persley Aberdeen City",Benjamin,Anderson,HOUSE WRIGHT,B,21,"134 Smith Way, Dumfries and Galloway",Megan,Sutherland,SCHOLAR,S,17,"1 West Tirindrish, Highland",James,Anderson,STONE QUARRY LAB,,Bethany,Donaghy,,Simon,Sutherland,COMMERCIAL TRAVELLER,,Lisa,Sutherland,,SYNTHETIC DATA PRODUCED USING VALIPOP,27305,28362,27305,28362,22450,22547,22748,20937,27305,28362,22547,22450,20937,22748,NA,NA
8510,21,MARCH,1958,"Tulloch Perth and Kinross",Callum,Burns,SCHOLAR,B,19,"8 Market Street, The Lees, Coldstream",Lacey,Aitchison,SCHOLAR,S,16,"5 McGregors Walk, Warddykes, Arbroath",Lewis,Burns,SHOEMAKER,,Molly,Muir,,Joe,Aitchison,DOCK LB,,Charlotte,Murray,,SYNTHETIC DATA PRODUCED USING VALIPOP,27825,28406,27825,28406,24080,22971,23522,22269,27825,28406,22971,24080,22269,23522,NA,NA
8511,8,MARCH,1958,"Croc North Ayrshire",Christopher,Burns,MASON JOURNEYMAN AP,B,20,"6 Gowanlea, The Lees, Coldstream",Charmaine,Ramsay,,S,16,"2 Bentinck Crescent, Troon, South Ayrshire",Daniel,Burns,SHEPHERD,,Carys,Robb,,Drew,Ramsay,LABOURER RAILWAY,,Kimberley,Hutcheson,,SYNTHETIC DATA PRODUCED USING VALIPOP,27435,28404,27435,28404,21128,20991,23498,22583,27435,28404,20991,21128,22583,23498,NA,NA
8512,21,OCTOBER,1958,"Argyll and Bute",Lucas,Duncan,WRITERS MANAGING CLERK,B,22,"6 Torrie Wyne, Fife",Lowri,Clow,SCHOLAR,S,18,"4 Brochroy Croft, Argyll and Bute",Zeshan,Duncan,COTTON WEAVER,,Amelia,Sutherland,,Daniel,Clow,BLACKSMITH (JOURNEYMAN),,Coral,Middleton,,SYNTHETIC DATA PRODUCED USING VALIPOP,27385,28336,27385,28336,20586,20403,22442,22791,27385,28336,20403,20586,22791,22442,NA,NA
8513,13,FEBRUARY,1958,"Coplandhill Aberdeenshire",Lee,Logan,PRINTFIELD WORKER,B,20,"4 Whitehills Lane South, Cove Bay, Aberdeen City",Shannon,Rae,SCHOLAR,S,16,"130 Rathad na h-Àirigh, Portree, Highland",Ryan,Logan,LABOURER,,Rachel,Webster,,Reece,Rae,PLOUGHMAN,,Tasnim,Kelman,,SYNTHETIC DATA PRODUCED USING VALIPOP,27409,28432,27409,28432,20860,20391,24192,23263,27409,28432,20391,20860,23263,24192,NA,NA
8514,9,APRIL,1958,"Portree Highland",Joshua,Mckinlay,COAL MINER,B,24,"1 Glencraig Place, Croc, North Ayrshire",Nicole,Beaton,SCHOLAR,S,17,"3 Burgess Drive, Aberdeenshire",Ashleigh,Mckinlay,FORMERLY MILLER,,Lauren,Keir,,Michael,Beaton,LABOURER,,Kelsey,Wood,,SYNTHETIC DATA PRODUCED USING VALIPOP,26707,28424,26707,28424,20192,19041,24056,21467,26707,28424,19041,20192,21467,24056,NA,NA
8515,17,JANUARY,1958,"Lessudden House Scottish Borders",Kumail,Clark,BOOKSELLER,B,29,"5 Hamilton Place, The Holmes, Scottish Borders",Amy,Patterson,SCHOLAR,S,17,"18 Monamore Place, Croc, North Ayrshire",Finn,Clark,BOILER MAKER,,Louise,Breen,,Conor,Patterson,U P MINISTER,,Danielle,Syme,,SYNTHETIC DATA PRODUCED USING VALIPOP,25781,28296,25781,28296,22428,22011,20766,19889,25781,28296,22011,22428,19889,20766,NA,NA
8517,3,JANUARY,1958,"Genoch Farm South Ayrshire",Jamal,Hutcheson,SAILOR,B,29,"23 Bannerfield Drive, Braw Gates House, Selkirk",Kayleigh,Porter,SCHOLAR,S,17,"3 Clashfarquhar Crescent, Heatherknowe, Portlethen",Kyle,Hutcheson,COAL MINER,,Briony,Leishman,,Daniel,Porter,CORPORAL R A ARMY,,Jade,Logan,,SYNTHETIC DATA PRODUCED USING VALIPOP,25451,28350,25451,28350,19978,20255,22516,23373,25451,28350,20255,19978,23373,22516,NA,NA
8518,6,SEPTEMBER,1958,"Aberdeenshire",Aaron,O'donnell,,B,17,"1 Leideag, Na h-Eileanan Siar",Cara,Wilson,SCHOLAR,S,16,"105 Carbost Hall Road, Highland",Reece,O'donnell,RAILWAY SURFACEMAN,,Monique,Cooney,,Liam,Wilson,COOPER,,Stacey,Ramsay,,SYNTHETIC DATA PRODUCED USING VALIPOP,28543,28768,28543,28768,23214,22309,24448,23897,28543,28768,22309,23214,23897,24448,NA,NA
8519,6,FEBRUARY,1958,,Jake,Anderson,SCHOLAR,B,18,"1 Harthope Place, Moffat, Dumfries and Galloway",Katie,Neill,SCHOLAR,S,16,"1 Harthope Place, Moffat, Dumfries and Galloway",Aston,Anderson,HOUSE PAINTER,,Kimberley,Hutcheson,,Harry,Neill,TRANK MAKER,,Sophie,Fraser,,SYNTHETIC DATA PRODUCED USING VALIPOP,28435,28736,28435,28736,24620,24273,23706,22881,28435,28736,24273,24620,22881,23706,NA,NA
8520,27,DECEMBER,1958,"Meethill Peterhead ",Harry,Ramsay,COLLIER,B,23,"4 Scorrybreac Road, Portree, Highland",Sophie,Innes,SCHOLAR,S,16,"1 Fowler Street, Anstruther Easter, Anstruther",Thomas,Ramsay,CALICO PRINTER,,Eva,Watson,,Reece,Innes,FARMER (SMALL),,Claudia,Mckinlay,,SYNTHETIC DATA PRODUCED USING VALIPOP,27317,28662,27317,28662,22436,20653,22466,19147,27317,28662,20653,22436,19147,22466,NA,NA
8521,15,DECEMBER,1958,,Edward,Mcclure,LAWYERS GENERAL CLERK,?,22,"8 Paterson Gardens, West End, Scottish Borders",Grace,Hogg,SCHOLAR,S,18,"39 Mckelvie Road, Croc, North Ayrshire",Gregory,Mcclure,JUTE WEAVER,,Emma,Webb,,Kit,Hogg,LABOURER,,Paige,Anderson,,SYNTHETIC DATA PRODUCED USING VALIPOP,27683,28710,27683,28710,21420,21361,23076,22933,27683,28710,21361,21420,22933,23076,NA,NA
8522,28,SEPTEMBER,1958,"South Lanarkshire",Daniel,Kelman,FISHERMAN,B,23,"15 Brunston Avenue, South Ayrshire",Ashleigh,Burns,SCHOLAR,S,16,"1 Viaduct Circle, Kilwinning, North Ayrshire",Ryan,Kelman,FARM LABOURER,,Christine,Logan,,Ieuan,Burns,FERRY MAN,,Acacia,Hay,,SYNTHETIC DATA PRODUCED USING VALIPOP,26957,28682,26957,28682,20494,19667,22786,21939,26957,28682,19667,20494,21939,22786,NA,NA
8523,27,JULY,1958,,Thomas,Kelman,PLOUGHMAN,B,26,"7 Millfield Road, Dumfries and Galloway",Sidonie,Wood,SCHOLAR,S,17,"7 Millfield Road, Dumfries and Galloway",Ryan,Kelman,FARM LABOURER,,Christine,Logan,,Luke,Wood,COAL MINER,,Maisie,Doig,,SYNTHETIC DATA PRODUCED USING VALIPOP,26727,28718,26727,28718,20494,19667,23338,22643,26727,28718,19667,20494,22643,23338,NA,NA
8524,26,SEPTEMBER,1958,,Ethan,Donald,PLOUGHMAN,B,25,"11 Cearcall Dhunmhor, Na h-Eileanan Siar",Hannah,Amos,,S,17,"11 Cearcall Dhunmhor, Na h-Eileanan Siar",Jay,Donald,CIVIL ENGINEER,,Hayley,Muir,,Deacon,Amos,LABOURER,,Lucy,Keir,,SYNTHETIC DATA PRODUCED USING VALIPOP,27035,28792,27035,28792,21664,21915,25048,24281,27035,28792,21915,21664,24281,25048,NA,NA
8525,14,OCTOBER,1958,,Tobias,Green,MANUF EMPLOYG 66 HANDS,B,41,"4 Dingleton Loan, Abbotsmeadow, Melrose",Sophie,Duncan,,S,16,"4 Dingleton Loan, Abbotsmeadow, Melrose",Archie,Green,ORDNANCE CLERK OF CHEQUE ANTIGUA ON HALF PAY,,Melissa,Smith,,Guy,Duncan,PLOUGHMAN,,Charlotte,Mclaren,,SYNTHETIC DATA PRODUCED USING VALIPOP,23701,28742,23701,28742,19278,18893,23882,22737,23701,28742,18893,19278,22737,23882,NA,NA
8526,13,NOVEMBER,1958,,Daniel,Donald,OFFICER OF POLICE,B,38,"1 Balquharn Circle, Heatherknowe, Portlethen",Gabriela,Wilson,SCHOLAR,S,16,"1 Balquharn Circle, Heatherknowe, Portlethen",Brett,Donald,OVERSEER IN COAL MINER,,Bethany,Mowbray,,Zachary,Wilson,DIV OFF IN REV EXCISE BRANCH,,Kitty,Syme,,SYNTHETIC DATA PRODUCED USING VALIPOP,24293,28660,24293,28660,20346,20375,22252,21755,24293,28660,20375,20346,21755,22252,NA,NA
8527,8,JANUARY,1959,"Northbank Farm Steadings St Andrews ",Ieuan,Reekie,LABOURER,B,35,"5 Robertson Way, Braeleny Farm, Stirling",Emily,Anderson,,W,47,"1 The Croft, The Holmes, Scottish Borders",Jack,Reekie,CROFTER & FISHERMAN,,Louise,Logan,,Conor,Anderson,COD & LING FISHER,,Hannah,Young,,SYNTHETIC DATA PRODUCED USING VALIPOP,24425,22288,24425,22288,19474,19493,17798,17173,24425,22288,19493,19474,17173,17798,NA,NA
8528,13,MARCH,1959,"Highland",James,Mclaren,ADVOCATE IN ABERDEEN,B,34,"9 Ladylands Drive, Glenburn Hall, Jedburgh",Annabella,Clow,SPIRIT DEALER,D,36,"2 Lathallan Grange, Aberdeenshire",Jack,Mclaren,FUND HOLDER,,Hanifa,Hutcheson,,Edward,Clow,FARMER OF 4 ACRES,,Chelsea,Mccue,,SYNTHETIC DATA PRODUCED USING VALIPOP,24783,24484,24783,24484,18970,18473,20148,20033,24783,24484,18473,18970,20033,20148,NA,NA
8532,17,DECEMBER,1959,"Highland",William,Buchan,CLERK LIGHTHOUSE OFFICE,B,27,"1 Manse Terrace, Aberdeenshire",Hannah,Johnstone,DOMESTIC SERVANT,S,29,"10 Frank Coutts Court, Scottish Borders",Luke,Buchan,SHEPHERD,,Charlie,Smith,,Jack,Johnstone,CARTER,,Bethany,Dalgarno,,SYNTHETIC DATA PRODUCED USING VALIPOP,25671,25518,25671,25518,20154,21043,20970,20315,25671,25518,21043,20154,20315,20970,NA,NA
8533,12,APRIL,1959,"Aberdeenshire",Luke,Aitchison,BOILERMAKER 3 MEN 4 BOYS EMPLOYS,B,35,"12 Carbost Mor Road, Highland",Rebecca,Bull,DOMESTIC SERVANT,S,28,"3 Benlister Terrace, Croc, North Ayrshire",Jake,Aitchison,H,,Lauren,Green,,Jake,Bull,TAILOR,,Ella,Kerr,,SYNTHETIC DATA PRODUCED USING VALIPOP,24009,25494,24009,25494,18774,18369,20708,21123,24009,25494,18369,18774,21123,20708,NA,NA
8534,10,MAY,1959,"Coplandhill Aberdeenshire",Charlie,Gowans,WOOLEN WEAVER,B,49,"15 Dail a' Chladaich, Highland",Emily,Clow,GENERAL SERV,S,27,"3 The Glebe, Braw Gates House, Selkirk",Cory,Gowans,AG LAB,,Beth,Anderson,,Joel,Clow,FARMER OF 330 ACRES EMPLOYING 7 LABOURERS,,Amy,Hobson,,SYNTHETIC DATA PRODUCED USING VALIPOP,21655,25456,21655,25456,17606,16481,20080,19301,21655,25456,16481,17606,19301,20080,NA,NA
8535,15,OCTOBER,1959,"Galalaw Scottish Borders",Usman,Donald,RETIRED BAKER,W,72,"12 Brunston Avenue, South Ayrshire",Lindsey,Robinson,,S,29,"4 Park Terrace, Croc, North Ayrshire",Lloyd,Donald,MASON,,Hayley,Hobson,,Mohammed,Robinson,LABORER,,Simone,Burns,,SYNTHETIC DATA PRODUCED USING VALIPOP,18371,25408,18371,25408,15322,14237,19446,19689,18371,25408,14237,15322,19689,19446,NA,NA
8536,11,FEBRUARY,1959,"Cellardyke Fife",Daniel,Jordan,MEDICAL STUDENT,B,29,"338 Abbot Road, Broomridge, Stirling",Jodi,Fullarton,LINEN WEAVER,D,26,"2 Glen Finglas Road, Stirling",Matthew,Jordan,FARMER OF 129 AC EM 5 LAB 72 BOY,,Holly,Duncan,,William,Fullarton,FARMER OF 16 ACRES,,Jade,Porter,,SYNTHETIC DATA PRODUCED USING VALIPOP,25017,25618,25017,25618,19788,19937,19688,18181,25017,25618,19937,19788,18181,19688,NA,NA
8537,7,JULY,1959,"Highland",Ryan,Ramsay,MASON,B,20,"5 Inverugie Cottages, Coplandhill, Aberdeenshire",Emily,Campbell,SILK WEAVER,S,26,"2 Laverock Road, Aberdeenshire",Samuel,Ramsay,LABORER,,Ilona,Logan,,Jacob,Campbell,SHEPHERD,,Elizabeth,Smith,,SYNTHETIC DATA PRODUCED USING VALIPOP,27141,25880,27141,25880,19816,18233,20278,19673,27141,25880,18233,19816,19673,20278,NA,NA
8538,27,JANUARY,1959,"Allanbank Lauder ",Sonny,Clifford,CLERK,B,25,"40 St Molios Park, Croc, North Ayrshire",Aimee,Hassan,PRINT FIELD WORKER,S,26,"1 Cnoc a' Challtuinn, Argyll and Bute",Elliot,Clifford,GARDENER,,Elyssa,Kerr,,Joshua,Hassan,PENSIONER OF 93 ? REGT,,Danielle,Mowbray,,SYNTHETIC DATA PRODUCED USING VALIPOP,26239,25980,26239,25980,19528,19143,21920,21505,26239,25980,19143,19528,21505,21920,NA,NA
8539,15,JUNE,1959,"Aberdeenshire",Matthew,Mcguire,COTTON WEAVER,B,29,"18 School Park, Highland",Rebecca,Green,DOMESTIC SERV,S,27,"1 Trium View, Highland",Reece,Mcguire,LINEN YARN BLEACHER,,Nancy,Kelman,,Isaac,Green,HAND LOOM WEAVER,,Jemima,Hobson,,SYNTHETIC DATA PRODUCED USING VALIPOP,25315,25836,25315,25836,20916,20317,19592,19361,25315,25836,20317,20916,19361,19592,NA,NA
8540,8,JULY,1959,"Aberdeenshire",Aaron,Davies,LABOURER (AG),B,35,"6 Bail Ur, Highland",Thahmina,Aitchison,LABOURERS WIFE,S,27,"16 Clanranald Terrace, Highland",Ethan,Davies,CROFTER OF 5 ACRES,,Louise,Millar,,Sean,Aitchison,GENERAL LAB AT PIT,,Hannah,Aitchison,,SYNTHETIC DATA PRODUCED USING VALIPOP,24177,25856,24177,25856,18786,18499,19920,20213,24177,25856,18499,18786,20213,19920,NA,NA
8542,23,DECEMBER,1959,"Na h-Eileanan Siar",Niall,Watson,COAL DRAWER,B,24,"1 Ritchie Place, Aberdeenshire",Amy,Paterson,,S,27,"1 Keir Rise, Aberdeenshire",Jack,Watson,MASONS LABOURER,,Rosemary,Keir,,Daniel,Paterson,WIRE FENCE WORKER,,Abigail,Duncan,,SYNTHETIC DATA PRODUCED USING VALIPOP,26733,26160,26733,26160,20718,20423,21486,20825,26733,26160,20423,20718,20825,21486,NA,NA
8543,15,APRIL,1959,"Croc North Ayrshire",Lewis,Innes,FISHERMAN,B,28,"1 Whitchester Street, Scottish Borders",Kate,Hutcheson,KITCHEN MAID,S,24,"2 Beaconsfield Terrace Lane, West End, Hawick",Elliot,Innes,CORN MILLER,,Clare,Mclaughlin,,Cameron,Hutcheson,LABOURER RIVER BANK,,Lucy,O'donnell,,SYNTHETIC DATA PRODUCED USING VALIPOP,25285,26162,25285,26162,20562,19225,21658,21985,25285,26162,19225,20562,21985,21658,NA,NA
8544,17,FEBRUARY,1959,"Moffat Dumfries and Galloway",Connor,Mcmillan,DRAWER IN COAL MINE,B,18,"1 Hadyard Terrace, South Ayrshire",Chantelle,Clark,DOMESTIC SERV,S,25,"6 Holmwood Gardens, Langholm, Dumfries and Galloway",Daniel,Mcmillan,LINEN WEAVER,,Hollie,Syme,,James,Clark,FARMER OF 357 ACRES EMPLOYING 1 CATTLE FEEDER 1 SMITH 4 PLOU,,Joni,Middleton,,SYNTHETIC DATA PRODUCED USING VALIPOP,27993,26416,27993,26416,22564,22477,21974,19697,27993,26416,22477,22564,19697,21974,NA,NA
8545,17,OCTOBER,1959,"Scottish Borders",Daniel,Kelman,COAL MINER,B,26,"2 Blaven View, Highland",Lily,Campbell,BOOT BINDER,S,24,"1602 Castle Road, South Ayrshire",Austen,Kelman,STONE MASON,,Sophia,Hawthorne,,Nico,Campbell,SLATER & SWEEP,,Julia,Wilson,,SYNTHETIC DATA PRODUCED USING VALIPOP,26049,26352,26049,26352,19886,19657,21008,19933,26049,26352,19657,19886,19933,21008,NA,NA
8546,8,FEBRUARY,1959,"Highland",Alexander,Browning,JOINER,B,22,"12 Haddo Crescent, Aberdeenshire",Shannon,Kelman,HOUSEMAID,S,25,"19 Orchard Park, Lessudden House, Scottish Borders",Thomas,Browning,COAL MINER,,Rachael,Cooney,,Samuel,Kelman,LABR,,Holly,Mcguire,,SYNTHETIC DATA PRODUCED USING VALIPOP,26743,26360,26743,26360,20690,18855,21156,19913,26743,26360,18855,20690,19913,21156,NA,NA
8547,6,APRIL,1959,"Portree Highland",Connah,Campbell,,B,25,"35 Station Road, Drumardoch Farm, Callander",Hannah,Mccormick,HOUSE KEEPER,S,24,"75 Fairwinds Place, Coplandhill, Aberdeenshire",Thomas,Campbell,FORESTER,,Emily,Mowbray,,Elliott,Mccormick,FILE MANUF (EMPL 4 MEN & 4 BOYS),,Elizabeth,Wilson,,SYNTHETIC DATA PRODUCED USING VALIPOP,26389,26234,26389,26234,21564,20817,19458,19955,26389,26234,20817,21564,19955,19458,NA,NA
8548,29,JULY,1959,"Girvan South Ayrshire",Calum,Hogg,JOINER,B,29,"4 Common Road, Cellardyke, Fife",Shamsa,White,ASSISTANT TO MOTHER,S,25,"11 Frank Coutts Court, Scottish Borders",Charlie,Hogg,COAL MINER,,Lauren,Connelly,,Jacob,White,SILK WEAVER,,Hayley,Wales,,SYNTHETIC DATA PRODUCED USING VALIPOP,25477,26394,25477,26394,20416,21163,21562,20645,25477,26394,21163,20416,20645,21562,NA,NA
8549,26,FEBRUARY,1959,"Orkney Islands",Adam,Smith,TAILOR,B,26,"3 Daisy Bank, Orkney Islands",Jade,Clark,DOMESTIC SERVANT,S,24,"1 Milfield Gardens, Scaurs, Jedburgh",Jake,Smith,WOOD FORESTER,,Molly,Kelman,,Josh,Clark,WEAVER OF WORSTED,,Suk,Green,,SYNTHETIC DATA PRODUCED USING VALIPOP,25601,26248,25601,26248,19344,20349,19616,19299,25601,26248,20349,19344,19299,19616,NA,NA
8550,24,SEPTEMBER,1959,"Northbank Farm Steadings Fife",George,O'connor,MACHINE MAKER,B,35,"13 St Molios Park, Croc, North Ayrshire",Emily,Innes,LINEN WEAVER,S,24,"3 Glen Finglas Road, Stirling",Jake,O'connor,FLAX MERCHANT,,Amelia,Patterson,,Rupert,Innes,TAILOR JOURNEYMAN,,Sophie,Connelly,,SYNTHETIC DATA PRODUCED USING VALIPOP,24031,26304,24031,26304,19182,18231,20436,18735,24031,26304,18231,19182,18735,20436,NA,NA
8552,30,OCTOBER,1959,"Scottish Borders",Sam,Mclaren,SHOE MAKER,B,27,"5 Calfward Park, Allanbank, Lauder",Charlotte,Andrews,KITCHEN MAID,S,23,"2 Cherry Drive, Girvan, South Ayrshire",Matthew,Mclaren,LABOURER JOBBER,,Phoebe,Robb,,Matthew,Andrews,COAL AGENT,,Elizabeth,Robinson,,SYNTHETIC DATA PRODUCED USING VALIPOP,26177,26848,26177,26848,21810,21821,22282,21127,26177,26848,21821,21810,21127,22282,NA,NA
8553,24,NOVEMBER,1959,"South Lanarkshire",Brennon,Wilson,BOOK BINDER (JOURNY),B,28,"1 The Meadows, Kilwinning, North Ayrshire",Ffion,Cooney,SERVANT,S,23,"33 Gordon Brown Place, Highland",Dale,Wilson,CARTER,,Katie,Hutcheson,,Jordan,Cooney,PIG IRON FURNACE MAN,,Aisha,Macphail,,SYNTHETIC DATA PRODUCED USING VALIPOP,25441,26806,25441,26806,19822,19355,21588,21609,25441,26806,19355,19822,21609,21588,NA,NA
8554,22,OCTOBER,1959,"Aberfeldy Perth and Kinross",Daniel,Smith,SCHOLAR,B,17,"1 Omachie Place, North Kingennie, Angus",Celeste,Kerr,THREAD WINDER,S,21,"1 Macduff Street, Seatown, Lossiemouth",Zachary,Smith,CARTER,,Sarah,Keir,,Scott,Kerr,FISH CURRER,,Melissa,Bull,,SYNTHETIC DATA PRODUCED USING VALIPOP,28051,27018,28051,27018,24422,23435,21456,20269,28051,27018,23435,24422,20269,21456,NA,NA
8555,3,JUNE,1959,"Portree Highland",Lewis,Howie,SCHOLAR,B,18,"3 Manse Terrace, Aberdeenshire",Henrietta,Duncan,DAIRYMAID,S,21,"1 Chalmers Lane, Turriff, Aberdeenshire",Cameron,Howie,,,Kate,Main,,Zachary,Duncan,COAL MINER,,Katie,Aitchison,,SYNTHETIC DATA PRODUCED USING VALIPOP,27655,26942,27655,26942,21228,20689,20592,21957,27655,26942,20689,21228,21957,20592,NA,NA
8556,25,JUNE,1959,"Aberdeenshire",David,Keir,WRIGHT WITH HIS FATHER,B,21,"1 Blaven Road, Portree, Highland",Chloe,Smith,TAMBOURER,S,22,"2 Blaven Road, Portree, Highland",Adam,Keir,AGRICULTURAL LABOURER,,Niamh,Hawthorne,,Samuel,Smith,SLATER,,Sophie,Neill,,SYNTHETIC DATA PRODUCED USING VALIPOP,27155,27080,27155,27080,20078,19795,22464,22615,27155,27080,19795,20078,22615,22464,NA,NA
8557,24,JULY,1959,"Na h-Eileanan Siar",Liam,Gowans,SCHOLAR,B,20,"260 Golf Course Road, Girvan, South Ayrshire",Nadia,Innes,SERVANT,S,22,"1 Gardner Walk, Kincorth, Aberdeen City",James,Gowans,CHELSEA PENSIONER,,Toni,Brand,,Joshua,Innes,PLOUGHMAN,,Amy,Logan,,SYNTHETIC DATA PRODUCED USING VALIPOP,27671,26966,27671,26966,21286,21205,20742,20807,27671,26966,21205,21286,20807,20742,NA,NA
8558,11,FEBRUARY,1959,"Na h-Eileanan Siar",Liam,Petrie,CARRIER,B,22,"12 Sunnyside Court, Heatherknowe, Portlethen",Lydia,Laing,HOUSEMAID,S,20,"2 Keir Rise, Aberdeenshire",Charlie,Petrie,PLOUGHMAN,,Shannon,Rae,,Henry,Laing,FOREST LABOURER,,Katrina,Dalgarno,,SYNTHETIC DATA PRODUCED USING VALIPOP,26725,26986,26725,26986,20512,21261,20972,21573,26725,26986,21261,20512,21573,20972,NA,NA
8559,13,NOVEMBER,1959,"Highland",Andrew,Dalgarno,COTTON WEAVER,B,24,"12 Mallard Road, Aberdeenshire",Elizabeth,Smith,WOOL WEAVER DAUGHTER,S,23,"3 Slains Court, Clerkhill, Peterhead",Christopher,Dalgarno,MASON,,Louise,Lyon,,Joshua,Smith,FARMER OF 80 ACRES,,Avneet,Clow,,SYNTHETIC DATA PRODUCED USING VALIPOP,26767,27100,26767,27100,21134,20707,22630,21631,26767,27100,20707,21134,21631,22630,NA,NA
8560,19,SEPTEMBER,1959,"Lessudden House Scottish Borders",Jack,Burns,JOINER (JOURNEYMAN),B,23,"3 Ythan Place, Ellon, Aberdeenshire",Katie,Robinson,,S,22,"23 Castle Road, Genoch Farm, South Ayrshire",Rohan,Burns,RETIRED HAIR LINE MAKER,,Hope,Reekie,,Michael,Robinson,COTTON WEAVER,,Farhin,Wilson,,SYNTHETIC DATA PRODUCED USING VALIPOP,26715,27094,26715,27094,20360,18863,22488,21135,26715,27094,18863,20360,21135,22488,NA,NA
8561,1,JUNE,1959,"Drumardoch Farm Callander ",Andrew,Kelman,COAL MINER,B,21,"1 Courthill Drive, Nether Stenton, Glenrothes",Isabelle,Wilson,DOMESTICK SEVT,S,21,"2 Dubh MacDonald Road, Claggan, Highland",Gary,Kelman,CAPTAIN MERCHANTS SERVICE RETD,,Neelam,Potts,,Oliver,Wilson,PLOUGHMAN,,Anya,Reekie,,SYNTHETIC DATA PRODUCED USING VALIPOP,26673,27060,26673,27060,19618,18853,22012,20869,26673,27060,18853,19618,20869,22012,NA,NA
8562,23,DECEMBER,1959,"Genoch Farm South Ayrshire",Rhys,Gillespie,UPHOLSTERER'S JOURNEYMAN,B,29,"1 Meadows Avenue, Calton, Campbeltown",Hannah,Smith,HOUSE MAID,S,22,"20 The Croft, The Holmes, Scottish Borders",Robert,Gillespie,CABINET MAKER,,Chloe,Greig,,Joshua,Smith,COAL PORTER,,Holly,Hay,,SYNTHETIC DATA PRODUCED USING VALIPOP,25323,27006,25323,27006,21188,20655,21204,20691,25323,27006,20655,21188,20691,21204,NA,NA
