ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
15171,3266,3266,Eric,Dalgarno,20,SEPTEMBER,1862,"74 Fairwinds Place, Coplandhill, Aberdeenshire",M,Edward,Dalgarno,CARTER,Sophie,Mcguire,CARTER'S WIFE,18,JULY,1849,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15171,15171,11042,10473,15171,3266,10473,11042,4877,,,,,,,,NA
15173,3593,3593,Scott,Adamson,19,APRIL,1862,"4 Pairc Uilleim, Highland",M,George,Adamson,COACHMAN,Lydia,Mcguire,,15,AUGUST,1858,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15173,15173,11206,10157,15173,3593,10157,11206,,,,,,,,,NA
15175,3529,3529,Martin,Gillespie,25,JULY,1862,"2 Millfield Road, Dumfries and Galloway",M,Harry,Gillespie,JOINER (JOURNEYMAN),Mollie,Mcdowall,,18,JULY,1857,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,15175,15175,11204,11529,15175,3529,11529,11204,4865,,,,,,,,NA
15177,3337,3337,Travis,Main,31,JULY,1862,"2 Fank Brae, Highland",M,Joshua,Main,TOLL KEEPER & CO LAB,Alice,Beck,DOMESTIC SERVANT,21,SEPTEMBER,1848,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15177,15177,11170,10987,15177,3337,10987,11170,4553,,,,,,,,NA
15179,3595,3595,Jack,Smith,14,JULY,1862,"44 Gordon Brown Place, Highland",M,George,Smith,ENGINEER,Ashia,Robinson,,12,JULY,1859,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15179,15179,11288,10973,15179,3595,10973,11288,4661,,,,,,,,NA
15181,3135,3135,Jordan,Clark,28,DECEMBER,1862,"2 St Maelrubha Close, Highland",M,Kyle,Clark,FISHERMAN,Rosie,Beaton,,3,DECEMBER,1847,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15181,15181,11280,10837,15181,3135,10837,11280,,,,,,,,,NA
15183,3240,3240,Joshua,Syme,23,DECEMBER,1862,"5 Rowan Road, Soroba, Oban",M,Cory,Syme,CATTLE FEEDER,Rachel,White,,17,SEPTEMBER,1848,"Soroba Oban ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15183,15183,11282,11303,15183,3240,11303,11282,4650,,,,,,,,NA
15185,3137,3137,Kallum,Patterson,25,NOVEMBER,1862,"14 Hamilton Terrace, Croc, North Ayrshire",M,Alex,Patterson,PLOUGHMAN,Amy,Leishman,HOUSE SERVANT,6,OCTOBER,1847,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15185,15185,11286,10305,15185,3137,10305,11286,4525,,,,,,,,NA
15187,3597,3597,Luke,Smith,16,DECEMBER,1862,"44 Chalmers Court, Three Bridges, Inveraray",M,Dominic,Smith,BUILDER,Mary,Wilson,COOK,17,APRIL,1866,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15187,15187,11398,10857,15187,3597,10857,11398,,,,,,,,,NA
15189,3458,3458,Benjamin,Connelly,14,DECEMBER,1862,"68 Greystone Place, Aberdeenshire",M,Jack,Connelly,COLLIER,Nadine,Smith,GOVERNESS,15,JULY,1859,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15189,15189,11390,11831,15189,3458,11831,11390,4554,,,,,,,,NA
15191,3303,3303,Mohammad,Fell,19,AUGUST,1862,"1920 Station Road, South Lanarkshire",M,Liam,Fell,FARM LABOURER,Carly,Mcmillan,,10,NOVEMBER,1851,"South Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15191,15191,11420,11295,15191,3303,11295,11420,4804,,,,,,,,NA
15193,3371,3371,Jordan,Muir,15,AUGUST,1862,"205 Torcy Drive, South Ayrshire",M,Samuel,Muir,TEACHER,Ellie,Mcintosh,DOMESTIC SERVANT,5,DECEMBER,1851,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15193,15193,11404,10705,15193,3371,10705,11404,4788,,,,,,,,NA
15195,3599,3599,Alex,Lyon,29,NOVEMBER,1862,"8 Dales View Place, Meethill, Peterhead",M,Gurinder,Lyon,IRON PUDLER,Sophie,Mcguire,MILL WORKER,13,DECEMBER,1858,"Meethill Peterhead ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15195,15195,11516,11769,15195,3599,11769,11516,4738,,,,,,,,NA
15197,3601,3601,Michael,Sinclair,28,AUGUST,1862,"12 Calfward Park, Allanbank, Lauder",M,Joseph,Sinclair,LABOURER,Claire,Schofield,COTTON WEAVER,6,MARCH,1858,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15197,15197,11496,10291,15197,3601,10291,11496,,,,,,,,,NA
15199,3462,3462,Matthew,Logan,27,NOVEMBER,1862,"2 Hamilton Place, The Holmes, Scottish Borders",M,Charles,Logan,SCHOLAR,Eleanor,Hay,WEAVERS DAUGHTER,10,AUGUST,1858,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,15199,15199,11548,12621,15199,3462,12621,11548,,,,,,,,,NA
15201,3273,3273,Kieron,Mcguire,19,APRIL,1862,"1 Fairwinds Place, Coplandhill, Aberdeenshire",M,Liam,Mcguire,SHOEMAKER (CHELSEA PENSIONER),Hope,Macphail,,18,DECEMBER,1851,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15201,15201,11518,10187,15201,3273,10187,11518,,,,,,,,,NA
15203,3202,3202,Chris,O'donnell,9,OCTOBER,1862,"1 River Walk, Kilwinning, North Ayrshire",M,Jacob,O'donnell,ENGINE KEEPER,Alicia,Gillespie,GENERAL SERVICE,16,DECEMBER,1849,"Kilwinning North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15203,15203,11546,10939,15203,3202,10939,11546,4868,,,,,,,,NA
15205,3431,3431,Mohammad,Donald,3,DECEMBER,1862,"7 Monamore Place, Croc, North Ayrshire",M,Nathan,Donald,HOUSE PAINTER & DECORATOR,Sarah,Wood,DOMESTIC SERVANT,22,JUNE,1854,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15205,15205,11658,11755,15205,3431,11755,11658,4786,,,,,,,,NA
15207,3602,3602,Connor,Smith,2,AUGUST,1862,"1 Croft Road, Plantation, Highland",M,Richard,Smith,JOURNEYMAN BLACKSMITH,Amber,Leishman,(DOMESTIC SERVANT),13,NOVEMBER,1858,"Plantation Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15207,15207,11774,11559,15207,3602,11559,11774,,,,,,,,,NA
15209,3537,3537,Jonathan,Paterson,16,FEBRUARY,1862,"1 Londubh Road, Highland",M,Dylan,Paterson,PLASTERER,Lauren,Rice,FARMERS DAUR,18,NOVEMBER,1857,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15209,15209,11780,11891,15209,3537,11891,11780,,,,,,,,,NA
15211,3404,3404,Thomas,Connelly,9,OCTOBER,1862,"9 Cora Linn Court, North Ayrshire",M,Henry,Connelly,FARMER'S SON,Tamara,Hutcheson,WOOLLEN FACTORY WAREHOUSE GIRL,2,JANUARY,1852,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15211,15211,11792,11393,15211,3404,11393,11792,4960,,,,,,,,NA
15213,3405,3405,Harshiv,Donald,11,JANUARY,1862,"1 Smiddy Park, Aberdeenshire",M,Damon,Donald,FLESHER,Emma,Bull,,12,SEPTEMBER,1854,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15213,15213,11784,11193,15213,3405,11193,11784,4832,,,,,,,,NA
15215,3605,3605,Liam,Webb,27,JUNE,1862,"1 Craigie Road, Riccarton, East Ayrshire",M,Connor,Webb,BRICKWORK LAB,Katie,Burns,AG LAB,8,SEPTEMBER,1858,"Riccarton East Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15215,15215,11870,10517,15215,3605,10517,11870,4492,5012,,,,,,,NA
15217,3477,3477,Charlie,Wales,10,JUNE,1862,"3 Birch Close, Dumfries and Galloway",M,Samuel,Wales,CLERK IRON TRADE,Ayse,Currie,DOMESTIC SERVANT,11,OCTOBER,1854,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,15217,15217,11904,11317,15217,3477,11317,11904,,,,,,,,,NA
15219,3479,3479,Robert,Clark,17,JULY,1862,"2 Middleshade Road, Northbank Farm Steadings, St Andrews",M,Sam,Clark,AG LAB,Lucie,Duncan,COOK,20,APRIL,1854,"Northbank Farm Steadings St Andrews ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15219,15219,11866,10097,15219,3479,10097,11866,4754,,,,,,,,NA
15221,3307,3307,Syed,Spiers,23,NOVEMBER,1862,"3 Weirgate Way, Lessudden House, Scottish Borders",M,Thomas,Spiers,LABOURER,Hayley,Sutherland,BOOT BINDER,26,MARCH,1853,"Lessudden House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,15221,15221,11886,11425,15221,3307,11425,11886,4755,,,,,,,,NA
15223,3471,3471,Harrison,Hawthorne,2,MARCH,1862,"58 Ard Struan Road, Highland",M,Matthew,Hawthorne,COAL MINER,Natasha,Smith,COTTON WINDER,18,JANUARY,1855,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15223,15223,11858,11641,15223,3471,11641,11858,5081,,,,,,,,NA
15225,3607,3607,Daniel,Green,1,FEBRUARY,1862,"12 The Croft, The Holmes, Scottish Borders",M,Robert,Green,LABOURER AGR,Jessica,Paterson,AG LAB,5,FEBRUARY,1859,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,15225,15225,12010,11975,15225,3607,11975,12010,4597,,,,,,,,NA
15227,3609,3609,Charlie,Macphail,16,APRIL,1862,"3 Caberfeidh, Portree, Highland",M,Samuel,Macphail,LABOURER IN FOUNDRY,Rhianna,Doig,FARM SERVANT,11,SEPTEMBER,1859,"Portree Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15227,15227,11950,12431,15227,3609,12431,11950,4459,,,,,,,,NA
15229,3611,3611,George,Mcclure,3,OCTOBER,1862,"36 St Molios Park, Croc, North Ayrshire",M,Aaron,Mcclure,WORKING ENGINEER (AP),Kate,Burns,DOMESTIC SERVANT,9,APRIL,1860,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15229,15229,11960,11489,15229,3611,11489,11960,4555,,,,,,,,NA
15231,3508,3508,Jeremy,Ramsay,6,DECEMBER,1862,"238 The Paddock, East Lothian",M,Amardeep,Ramsay,PLOUGHMAN,Sophie,Hutcheson,DOMESTIC SERV,16,JANUARY,1857,"East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,15231,15231,12012,11535,15231,3508,11535,12012,4395,4425,,,,,,,NA
15233,3510,3510,James,Smith,21,FEBRUARY,1862,"6 Market Street, The Lees, Coldstream",M,Scott,Smith,PLOUGHMAN,Sarah,Webster,DOMESTIC SERVANT,19,MAY,1856,"The Lees Coldstream ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15233,15233,11982,10793,15233,3510,10793,11982,4683,,,,,,,,NA
15235,3505,3505,Bradley,Smith,25,JUNE,1862,"1 Adams Gate, Troon, South Ayrshire",M,Thomas,Smith,LITHOGRAPHER,Evan,Lyon,KITCHEN MAID,13,SEPTEMBER,1856,"Troon South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15235,15235,11998,12139,15235,3505,12139,11998,4490,4916,,,,,,,NA
15237,3507,3507,Uzair,Mcgarva,18,JULY,1862,"10 Inverugie Cottages, Coplandhill, Aberdeenshire",M,Liam,Mcgarva,BUTCHER,Jessica,Jordan,,3,JULY,1855,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15237,15237,11952,11309,15237,3507,11309,11952,4722,,,,,,,,NA
15239,3344,3344,Connor,Aitken,30,NOVEMBER,1862,"1 Scott Crescent, Burnfoot, Scottish Borders",M,Gareth,Aitken,LABOURER,Ruth,Brand,DOMESTIC SERVT,25,DECEMBER,1853,"Burnfoot Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,15239,15239,11978,9715,15239,3344,9715,11978,4918,,,,,,,,NA
15241,3439,3439,Bradley,Laing,28,SEPTEMBER,1862,"1 Haremoss Drive, Heatherknowe, Portlethen",M,Scott,Laing,LAPPER,Kimberley,Spiers,POWER LOOM WEAVER,8,FEBRUARY,1857,"Heatherknowe Portlethen ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15241,15241,11984,12223,15241,3439,12223,11984,4625,6482,,,,,,,NA
15243,3614,3614,Jakob,Green,30,JULY,1862,"10 Leideag, Na h-Eileanan Siar",M,Bradley,Green,LABOURER,Coral,Donald,UNDER COOK,24,JANUARY,1863,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,15243,15243,12212,11069,15243,3614,11069,12212,4313,,,,,,,,NA
15245,3616,3616,Liam,Keir,30,SEPTEMBER,1862,"1 Gearra Mor, Na h-Eileanan Siar",M,James,Keir,STONE MASON,Shanice,Craig,BLEACHER,11,SEPTEMBER,1859,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,15245,15245,12288,12147,15245,3616,12147,12288,,,,,,,,,NA
15247,3618,3618,Liam,Stewart,3,MARCH,1862,"1 Bressay Place, Riccarton, Kilmarnock",M,Jack,Stewart,COTTON WEAVER,Hannah,Mcshane,FARMER'S DAUR,13,SEPTEMBER,1857,"Riccarton Kilmarnock ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15247,15247,12318,11869,15247,3618,11869,12318,4872,,,,,,,,NA
15249,3620,3620,Bradley,Petrie,20,DECEMBER,1862,"2 Torrie Wyne, Fife",M,Rory,Petrie,FLESHER (MASTER),Mariam,Leishman,AG LAB,13,JUNE,1864,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,15249,15249,12368,10281,15249,3620,10281,12368,4909,,,,,,,,NA
15251,3441,3441,Adam,Wilson,6,DECEMBER,1862,"2 Ceann An Ora, Na h-Eileanan Siar",M,Robert,Wilson,LABOURER AG LAB,Harriet,Keir,DRESS MAKER,21,SEPTEMBER,1859,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15251,15251,12438,11653,15251,3441,11653,12438,4689,,,,,,,,NA
15253,3551,3551,Mitchell,Aitchison,20,APRIL,1862,"39 Gordon Brown Place, Highland",M,Darren,Aitchison,,Stephanie,Robinson,SCHOLAR,20,DECEMBER,1859,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15253,15253,12596,11873,15253,3551,11873,12596,4688,,,,,,,,NA
15255,3623,3623,Michael,Keir,12,NOVEMBER,1862,"2 Croft Road, Plantation, Highland",M,Thomas,Keir,SCHOLAR,Margaux,Clow,SCHOLAR,11,OCTOBER,1862,"Plantation Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15255,15255,12934,12957,15255,3623,12957,12934,5091,,,,,,,,NA
15257,3055,3055,Luke,Hay,8,MARCH,1863,"1 Birch Avenue, Southfield, Scottish Borders",M,Connor,Hay,FLAX DRESSER,Bethany,Haig,AG LAB,31,DECEMBER,1841,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,15257,15257,9812,10055,15257,3055,10055,9812,,,,,,,,,NA
15259,3117,3117,Andrew,O'donnell,6,APRIL,1863,"1 Lein Road, Moray",M,Alexander,O'donnell,BREAD BAKER,Chloe,Ferguson,,18,MARCH,1849,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15259,15259,9810,10507,15259,3117,10507,9810,,,,,,,,,NA
15261,2983,2983,Praveen,Smith,7,SEPTEMBER,1863,"5 Hartrigge Crescent, Scaurs, Scottish Borders",M,Thaddeus,Smith,FISHERMAN & FARMER OF 4 ACRES,Amy,Mcintosh,,24,MAY,1841,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,15261,15261,9910,10099,15261,2983,10099,9910,,,,,,,,,NA
15263,3150,3150,Luke,Hay,18,FEBRUARY,1863,"65 Honeyfield Drive, Scaurs, Jedburgh",M,Mark,Hay,QUARRY MAN,Lucy,Keir,,14,FEBRUARY,1846,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15263,15263,9918,10063,15263,3150,10063,9918,,,,,,,,,NA
15265,2906,2906,Safeer,Mccue,9,FEBRUARY,1863,"5 Ceann An Ora, Na h-Eileanan Siar",M,Thomas,Mccue,LABORER,Shannon,Mclean,,10,DECEMBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,15265,15265,10048,9631,15265,2906,9631,10048,,,,,,,,,NA
15267,3033,3033,Jack,Johnson,7,AUGUST,1863,"21 Monamore Place, Croc, North Ayrshire",M,Thomas,Johnson,COTTON WEAVER,Marlene,Macdonald,,20,JUNE,1841,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15267,15267,10058,9231,15267,3033,9231,10058,,,,,,,,,NA
15269,2988,2988,Jake,Christie,12,SEPTEMBER,1863,"5 Calfward Park, Allanbank, Lauder",M,William,Christie,LABOURER,Bethany,Garland,AG LAB,15,MARCH,1841,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15269,15269,10030,10399,15269,2988,10399,10030,,,,,,,,,NA
15271,3486,3486,Joseph,Patterson,27,SEPTEMBER,1863,"4 Keir Rise, Aberdeenshire",M,Levi,Patterson,COAL MINER,Chloe,Robinson,,29,JANUARY,1857,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15271,15271,10394,11207,15271,3486,11207,10394,,,,,,,,,NA
15273,3330,3330,Rashad,Rae,14,MARCH,1863,"1 Meadow Place, Moffat, Dumfries and Galloway",M,Jack,Rae,FARMER OF 200 ACRES EMPLOYING 5 MEN AND 1 WOMAN,Clarisse,Mowbray,DOM SERV,24,FEBRUARY,1852,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,15273,15273,10530,10413,15273,3330,10413,10530,,,,,,,,,NA
15275,3328,3328,Adam,Mcclure,2,JUNE,1863,"1 Bannerman Place, Northfield, Aberdeen City",M,Harry,Mcclure,PLOUGHMAN,Megan,Browning,,8,DECEMBER,1851,"Northfield Aberdeen City",,SYNTHETIC DATA PRODUCED USING VALIPOP,15275,15275,10480,10693,15275,3328,10693,10480,,,,,,,,,NA
15277,2881,2881,Craig,Leishman,5,NOVEMBER,1863,"1 Hamilton Place, The Holmes, Scottish Borders",M,John,Leishman,SAWYER,Jade,Dalgarno,CROFTER'S SISTER,3,JUNE,1840,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,15277,15277,10508,10085,15277,2881,10085,10508,,,,,,,,,NA
15279,3067,3067,George,Middleton,22,MAY,1863,"12 Larkhall Burn, Glenburn Hall, Jedburgh",M,Ryan,Middleton,PLOUGHMAN,Sarah,Currie,,30,JULY,1846,"Glenburn Hall Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15279,15279,10450,10457,15279,3067,10457,10450,,,,,,,,,NA
15281,3038,3038,Sonnie,Wilson,7,APRIL,1863,"1 Pearce Avenue, South Ayrshire",M,James,Wilson,STONEWARE MERCHANT,Monique,Campbell,,24,AUGUST,1842,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15281,15281,10494,9741,15281,3038,9741,10494,,,,,,,,,NA
15283,3327,3327,Thomas,Wilson,7,AUGUST,1863,"2 Brunton Park, Manse, Scottish Borders",M,Matthew,Wilson,HAWKER,Kelsey,Macphail,WIFE OF LABOURER,21,DECEMBER,1852,"Manse Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,15283,15283,10458,10735,15283,3327,10735,10458,,,,,,,,,NA
15285,3192,3192,Jack,Sinclair,25,OCTOBER,1863,"2 Dal nan Each, Highland",M,Calum,Sinclair,GARDENER (DOMESTIC SERV),Caitlin,Laing,FIELD LABR,14,JANUARY,1846,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15285,15285,10706,10651,15285,3192,10651,10706,,,,,,,,,NA
15287,3419,3419,Graham,Porter,25,OCTOBER,1863,"1 Rubislaw View, Seafield, Aberdeen City",M,William,Porter,TYPE FOUNDER,Hannah,Mcguire,,17,JULY,1854,"Seafield Aberdeen City",,SYNTHETIC DATA PRODUCED USING VALIPOP,15287,15287,10814,10991,15287,3419,10991,10814,,,,,,,,,NA
15289,3350,3350,David,Hutcheson,10,SEPTEMBER,1863,"1 The Croft, The Holmes, Scottish Borders",M,James,Hutcheson,WARPER,Kuljeet,Innes,COTTON FACTORY WORKER,15,MARCH,1852,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,15289,15289,10802,8491,15289,3350,8491,10802,,,,,,,,,NA
15291,3166,3166,William,Rae,29,OCTOBER,1863,"4 St Michaels Road, Heatherknowe, Aberdeenshire",M,Brandon,Rae,AG LABOURER,Charlotte,Wood,,15,MAY,1851,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15291,15291,10834,10307,15291,3166,10307,10834,,,,,,,,,NA
15293,3229,3229,Max,Donaghy,7,JANUARY,1863,"1 Perth Place, Upper Achintore, Fort William",M,Dean,Donaghy,AG LAB,Olivia,Craig,,11,MAY,1847,"Upper Achintore Fort William ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15293,15293,10860,10703,15293,3229,10703,10860,,,,,,,,,NA
15295,3351,3351,Daniel,Neill,10,MARCH,1863,"1 Newbiggin, Pitairlie, Angus",M,Matthew,Neill,CARTER,Eve,Petrie,,29,SEPTEMBER,1855,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,15295,15295,10822,10725,15295,3351,10725,10822,,,,,,,,,NA
15297,3452,3452,Charlie,Keir,20,AUGUST,1863,"10 Cowden Road, Perth and Kinross",M,Joshua,Keir,COTTON WEAVER,Sophie,Hobson,DRESS MAKER,27,MARCH,1855,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,15297,15297,10932,11407,15297,3452,11407,10932,,,,,,,,,NA
15299,3353,3353,James,Mcclure,28,JULY,1863,"2 Tom Stewart Lane, Northbank Farm Steadings, St Andrews",M,Shakeal,Mcclure,FISHERMAN,Payal,Brown,,23,JULY,1853,"Northbank Farm Steadings St Andrews ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15299,15299,10950,11065,15299,3353,11065,10950,,,,,,,,,NA
15301,3625,3625,Jordan,Webster,25,AUGUST,1863,"5 Larkhall Burn, Glenburn Hall, Jedburgh",M,Matthew,Webster,COMMERCIAL CLERK,Linda,Mcnab,WIFE,16,MAY,1862,"Glenburn Hall Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15301,15301,10986,11307,15301,3625,11307,10986,,,,,,,,,NA
15303,3265,3265,Chavez,Wilson,2,MAY,1863,"6 Dales View Place, Meethill, Peterhead",M,Jonathan,Wilson,LABOURER,Isobel,Doig,COTTON FACTORY WORKER,2,NOVEMBER,1850,"Meethill Peterhead ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15303,15303,11070,10691,15303,3265,10691,11070,4417,,,,,,,,NA
15305,3201,3201,Umar,Begg,16,APRIL,1863,"1 Hydro Avenue, Moffat, Dumfries and Galloway",M,Marcus,Begg,LABOURER,Chloe,Smith,,27,SEPTEMBER,1846,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,15305,15305,11062,9765,15305,3201,9765,11062,,,,,,,,,NA
15307,3364,3364,Edward,Buchan,10,JULY,1863,"1 Ceum Dunrigh, Argyll and Bute",M,Alastair,Buchan,SON,Dannii,Robinson,,13,SEPTEMBER,1852,"Argyll and Bute",,SYNTHETIC DATA PRODUCED USING VALIPOP,15307,15307,11154,10965,15307,3364,10965,11154,,,,,,,,,NA
15309,3529,3529,Gabriel,Gillespie,25,SEPTEMBER,1863,"2 Millfield Road, Dumfries and Galloway",M,Harry,Gillespie,JOINER (JOURNEYMAN),Mollie,Mcdowall,,18,JULY,1857,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,15309,15309,11204,11529,15309,3529,11529,11204,,,,,,,,,NA
15311,3367,3367,Daniel,Mccormick,18,NOVEMBER,1863,"2 Greenhead Street, South Ayrshire",M,Scott,Mccormick,PLOUGHMAN,Liana,Doig,DOM SERV,27,APRIL,1853,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15311,15311,11176,10371,15311,3367,10371,11176,4406,,,,,,,,NA
15313,3500,3500,Timothy,Davies,2,NOVEMBER,1863,"11 Athol Court, Scaurs, Jedburgh",M,Michael,Davies,TOBACCO SPINNER,Rosanna,Smith,,1,DECEMBER,1855,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,15313,15313,11136,10741,15313,3500,10741,11136,,,,,,,,,NA
15315,3626,,Charlie,Rooney,29,OCTOBER,1863,,M,Jack,Rooney,WORSTED WEAVER,Caitlin,Donald,DRESS-MAKER,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,15315,15315,11320,11615,15315,,11615,11320,4633,,,,,,,,NA
15317,3596,3596,Marcus,Gemmell,4,DECEMBER,1863,"31 Monamore Place, Croc, North Ayrshire",M,Ashley,Gemmell,VAN DRIVER,Sophie,Martin,HAND SEWER,2,FEBRUARY,1858,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15317,15317,11302,10287,15317,3596,10287,11302,4640,,,,,,,,NA
15319,3394,3394,Aaron,Sutherland,3,MARCH,1863,"60 Ard Struan Road, Highland",M,Joel,Sutherland,TEA MERCHANT,Manuela,Macdonald,,7,APRIL,1853,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,15319,15319,11296,11377,15319,3394,11377,11296,4600,,,,,,,,NA
15321,3138,3138,Saul,Broadfoot,24,JANUARY,1863,"1 Scotscraig Drive, Tayport, Fife",M,David,Broadfoot,AG LAB,Caroline,Keir,HAND SEWER,1,MAY,1848,"Tayport Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,15321,15321,11306,9977,15321,3138,9977,11306,4647,,,,,,,,NA
15323,3301,3301,Alan,Webb,26,SEPTEMBER,1863,"112 Cant Crescent, Northbank Farm Steadings, Fife",M,Macaulay,Webb,AG LABOURER,Charlotte,Bull,DRESSMAKER,17,DECEMBER,1858,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15323,15323,11304,10831,15323,3301,10831,11304,4648,,,,,,,,NA
15325,3398,3398,Simon,Clark,11,MARCH,1863,"2 Glencraig Place, Croc, North Ayrshire",M,Michael,Clark,FLESHER,Jodi,Michie,,17,JUNE,1852,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,15325,15325,11396,10489,15325,3398,10489,11396,4611,,,,,,,,NA
