ID,forename(s) of deceased,surname of deceased,occupation,marital status,sex,name of spouse,spouse's occ,day,month,year,address,age at death,father's forename,father's surname,father's occupation,if father deceased,mother's forename,mother's maiden surname,mother's occupation,if mother deceased,death code A,death code B,death code C,notes1,Birth,mar,DECEASED_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,SPOUSE_IDENTITY,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,SPOUSE_MARRIAGE_RECORD_IDENTITY,SPOUSE_BIRTH_RECORD_IDENTITY,IMMIGRANT_GENERATION
14615,Daniel,Haig,,B,M,,,9,NOVEMBER,1862,"2 Victory Crescent, South Ayrshire",4,Jawaad,Haig,,,Demilee,Cochrane,,,R56.80,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14615,,14615,10634,10841,,14615,3451,10841,10634,,,NA
14617,Jack,Andrews,,B,M,,,13,JULY,1868,"16 Arranton Place, Croc, North Ayrshire",10,Vijay,Andrews,,D,Jessica,Aitchison,,,A18.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14617,,14617,10702,10357,,14617,3286,10357,10702,,,NA
14619,Aaron,Main,,B,M,,,1,SEPTEMBER,1868,"1 Mid Lane, Perth and Kinross",10,Jack,Main,,,Aimee,Bell,,,A18.33,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14619,,14619,10736,10071,,14619,3255,10071,10736,,,NA
14621,Elliot,Duncan,,B,M,,,29,OCTOBER,1868,"1 Douglas Square, Scottish Borders",10,Oliver,Duncan,,D,Caroline,Mcgarva,,,X59.90,Y34.01,,SYNTHETIC DATA PRODUCED USING VALIPOP,14621,,14621,10728,10271,,14621,3194,10271,10728,,,NA
14623,Jamie,Mcguire,,B,M,,,18,MAY,1869,"1 Torrie Wyne, Fife",10,Harlie,Mcguire,,,Danielle,Kelly,,,K63.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14623,,14623,10700,10541,,14623,3102,10541,10700,,,NA
14625,Vincent,Young,IRON MOULDER (AP),B,M,,,14,MARCH,1884,"9 Athol Court, Scaurs, Jedburgh",25,Toby,Young,,,Emily,Begg,,,A16.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14625,,14625,10710,9871,,14625,3106,9871,10710,,,NA
14627,Edward,Rae,DRAPER (AP),B,M,,,20,SEPTEMBER,1884,"2 Knockhall Road, Aberdeenshire",25,Marlon,Rae,,D,Nicole,Gowans,,,A16.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14627,,14627,10848,10951,,14627,3079,10951,10848,,,NA
14629,Okan,Brand,ENGINE JININ KEEPER,M,M,Abbie Connelly,DOMESTIC SERV,18,SEPTEMBER,1886,"6 Weirgate Way, Lessudden House, Scottish Borders",28,Rhys,Brand,,D,Zoe,Aitchison,,,A16.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14629,4450,14629,10874,11055,14816,14629,3228,11055,10874,4450,14816,NA
14631,Joseph,Ramsay,MECHANIC FITTER,R,M,Charmaine Spiers,MILL WORKER,12,SEPTEMBER,1894,"5 Birch Avenue, Southfield, Scottish Borders",35,Liam,Ramsay,,D,Cerys,Aitchison,,,K92.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14631,4410,14631,10826,9717,14396,14631,3132,9717,10826,4410,14396,NA
14633,James,Bull,GENERAL CLERK,M,M,Rebecca Aitchison,,21,JUNE,1894,"2 Marshall Walk, South Ayrshire",36,Callum,Bull,,D,Sabrina,Burns,,,L02.91,N05.94,,SYNTHETIC DATA PRODUCED USING VALIPOP,14633,4518,14633,10806,11285,14802,14633,3129,11285,10806,4518,14802,NA
14635,Oliver,Schofield,FARMER'S SON,M,M,Jessica Fullarton,SCHOLAR,4,SEPTEMBER,1894,"1 Edderston Ridge, Kingsmuir, Peebles",36,Joe,Schofield,,,Claudia,Clark,,D,A75.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14635,4735,14635,10944,10851,16898,14635,3453,10851,10944,4735,16898,NA
14637,Harry,Wilson,UPHOLSTORER,M,M,Caitlin Macphail,COTTON SPINNER,6,AUGUST,1895,"3 Rathad na Horgh, Na h-Eileanan Siar",37,Fahim,Wilson,,D,Bethany,Innes,,,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14637,4048,14637,10942,11379,13988,14637,3289,11379,10942,4048,13988,NA
14639,Oliver,Johnstone,CABINET MAKER,M,M,Natalie Donald,,24,DECEMBER,1898,"1 Cairnhill Place, South Ayrshire",40,Conor,Johnstone,,D,Linda,Mcnab,,,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14639,4382,14639,10986,11169,14770,14639,3454,11169,10986,4382,14770,NA
14641,William,Spiers,POWER LOOM COTTON TENTER,M,M,,,25,FEBRUARY,1900,"84 Glebe Park, Highland",41,David,Spiers,,D,Lauren,White,,,A18.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14641,,14641,11066,10955,,14641,3264,10955,11066,,,NA
14643,Samuel,Clark,MESSGR CROWN OFFICE,B,M,,,30,OCTOBER,1900,"7 Murray Crescent, Croc, North Ayrshire",42,Thomas,Clark,,D,Leah,Innes,,,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14643,,14643,11044,6927,,14643,3358,6927,11044,,,NA
14645,Kyle,Dalgarno,FARMER,M,M,Bethany Smith,,7,SEPTEMBER,1900,"1 Kirkton Gardens, Highland",42,Edward,Dalgarno,,D,Sophie,Mcguire,,,I51.90,R60.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,14645,4384,14645,11042,10473,14920,14645,3266,10473,11042,4384,14920,NA
14647,Nathan,Smith,MASON,M,M,Molly Wilson,MECHANICS WIFE,21,JANUARY,1904,"1 Lagrannoch Drive, Braeleny Farm, Stirling",45,Callum,Smith,,D,Rebecca,Keir,,,J42.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14647,4743,14647,11110,11089,14646,14647,3267,11089,11110,4743,14646,NA
14649,Kashif,Mcguire,RAILWAY LABOURER,M,M,Helen Donald,,2,MARCH,1904,"10 Clanranald Terrace, Highland",45,Mohammed,Mcguire,,,Megan,Mcnab,,D,R04.20,A16.95,,SYNTHETIC DATA PRODUCED USING VALIPOP,14649,4462,14649,11214,10863,15334,14649,3456,10863,11214,4462,15334,NA
14651,Alexander,Doig,IRONMONGER & BLACKSMITH EMPLOYS THREE MEN,M,M,Shannon Jordan,HOUSEWIFE,7,NOVEMBER,1904,"72 Dail a' Chladaich, Highland",46,Alex,Doig,,D,Menna,Burns,,,W74.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14651,5134,14651,11212,10861,15948,14651,3234,10861,11212,5134,15948,NA
14653,James,Porter,INSPECTOR OF POOR,M,M,Courtney Jordan,,19,NOVEMBER,1906,"4 Leideag, Na h-Eileanan Siar",48,Luke,Porter,,D,Lacey,Fell,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14653,4519,14653,11194,11079,14800,14653,3296,11079,11194,4519,14800,NA
14655,Elliott,Hart,QUARIER,B,M,,,24,MARCH,1906,"1 Mackenzie Street, Batties Den, Carnoustie",48,Nicolo,Hart,,D,Rhian,Brown,,D,Y12.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14655,,14655,11138,10823,,14655,3297,10823,11138,,,NA
14657,Gareth,Patterson,PLOUGHMAN,M,M,Tamara Keir,DEALER IN OLD CLOTHES,3,AUGUST,1909,"1 Burnside Lane, Aberfeldy, Perth and Kinross",51,Alex,Patterson,,D,Amy,Leishman,,D,K65.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14657,4573,14657,11286,10305,15876,14657,3137,10305,11286,4573,15876,NA
14659,Lewis,Connelly,FLESHER (JOURNEYMAN),M,M,Lucy Burns,SOWER,21,APRIL,1909,"1 Roshven View, Highland",50,Jack,Connelly,,D,Nadine,Smith,,D,C34.90,C76.30,,SYNTHETIC DATA PRODUCED USING VALIPOP,14659,4317,14659,11390,11831,14890,14659,3458,11831,11390,4317,14890,NA
14661,Kyle,Connelly,PLASTERER,M,M,Lillie O'donnell,MATTMAKER,16,APRIL,1909,"5 Crosbie Road, Troon, South Ayrshire",50,Kyle,Connelly,,D,Holly-jo,Sutherland,,D,A09.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14661,4349,14661,11392,10459,14826,14661,3460,10459,11392,4349,14826,NA
14663,Ferhat,Reekie,BLACKSMITH (AG),R,M,Hannah Smith,,11,JUNE,1910,"16 Hartrigge Crescent, Scaurs, Scottish Borders",52,Tobias,Reekie,,D,Courtney,Hawthorne,,D,A16.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14663,4674,14663,11426,11277,15620,14663,3369,11277,11426,4674,15620,NA
14665,Andrew,Mcmillan,GENERAL LABOURER,M,M,Charlotte Hassan,ANNUITANT,2,APRIL,1910,"39 St Molios Park, Croc, North Ayrshire",51,Nicolas,Mcmillan,,D,Bethany,Robinson,,,J60.00,J81.01,,SYNTHETIC DATA PRODUCED USING VALIPOP,14665,4239,14665,11402,10045,14212,14665,3306,10045,11402,4239,14212,NA
14667,Andrew,Sutherland,SHOE MAKER,M,M,Freya Petrie,,24,SEPTEMBER,1917,"3 Whitehills Lane South, Cove Bay, Aberdeen City",59,Oscar,Sutherland,,D,Vanessa,Murray,,D,A16.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14667,4569,14667,11424,10961,15748,14667,3370,10961,11424,4569,15748,NA
14669,Kristopher,Macphail,CORN MILLER,B,M,,,30,JANUARY,1918,"2 Mchaney Court, Crieff, Perth and Kinross",59,Ben,Macphail,,D,Rhiannon,O'connor,,D,N30.20,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14669,,14669,11394,11413,,14669,3302,11413,11394,,,NA
14671,Levi,Logan,ACCOUNTANT & TRAVELLER,B,M,,,20,JULY,1920,"2 Hamilton Place, The Holmes, Scottish Borders",61,Charles,Logan,,D,Eleanor,Hay,,,J42.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14671,,14671,11548,12621,,14671,3462,12621,11548,,,NA
14673,Rupert,Fell,HANDLOOM JUTE WEAVER,B,M,,,23,APRIL,1920,"7 Knockhall Road, Aberdeenshire",61,Joshua,Fell,,D,Mollie,Buchan,,D,K59.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14673,,14673,11500,11787,,14673,3464,11787,11500,,,NA
14675,Ranveer,Hutcheson,SLATER EMPLOYING 2 MEN,M,M,Lucy White,HAWKER,27,DECEMBER,1925,"97 Lower Station Road, Auchreoch, Stirling",67,Zachary,Hutcheson,,D,Stephanie,Logan,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14675,4240,14675,11492,11381,14224,14675,3466,11381,11492,4240,14224,NA
14677,Jack,Hutcheson,GATE KEEPER,M,M,Lasharna Paterson,,17,SEPTEMBER,1925,"1 Barbae Place, Kirkfield, Bothwell",66,Kieran,Hutcheson,,D,Sarah-louise,Leishman,,D,R52.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14677,4527,14677,11514,10829,15208,14677,3468,10829,11514,4527,15208,NA
14679,Harvey,Donald,BOOT & SHOE COBBLER,M,M,Farjana Martin,WIFE,25,NOVEMBER,1925,"4 Jean Lawrie Court, Lessudden House, Scottish Borders",67,Harry,Donald,,D,Amna,Johnson,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14679,4428,14679,11642,11549,15358,14679,3432,11549,11642,4428,15358,NA
14681,Frazer,Logan,SLATE QUARRIER,M,M,Emily Hay,(FORMERLY DOM SERV),23,JANUARY,1925,"1 Carseview, Hillpark, Bannockburn",66,Benjamin,Logan,,D,Kate,Wilson,,D,R68.85,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14681,4531,14681,11624,10937,15460,14681,3437,10937,11624,4531,15460,NA
14683,Oliver,Porter,FARMER OF 23 ACRES,M,M,Magdalena Gillespie,,29,NOVEMBER,1925,"30 St Molios Park, Croc, North Ayrshire",67,Patrick,Porter,,D,Nimrah,Campbell,,D,R68.85,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14683,5148,14683,11640,10873,16988,14683,3373,10873,11640,5148,16988,NA
14685,Robert,Green,PROPRIETOR OF HOUSES,M,M,Shannon Mcmillan,SEAMSTRESS,28,SEPTEMBER,1926,"1 Cammach Circle, Heatherknowe, Aberdeenshire",68,Zak,Green,,D,Samantha,Michie,,D,R60.91,I51.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,14685,4447,14685,11716,10095,14392,14685,3406,10095,11716,4447,14392,NA
14687,Mohammed,Webster,LANDED PROPRIETOR,B,M,,,20,JUNE,1933,"3 Tortorston Drive, Coplandhill, Aberdeenshire",75,Tashan,Webster,,D,Eliza,Webb,,D,R52.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14687,,14687,11878,11661,,14687,3469,11661,11878,,,NA
14689,Bradley,Hawthorne,LINEN WEAVER,M,M,Isabel Mclaren,HOUSE HOLDER,18,JULY,1933,"5 Gordon Grove, Ellon, Aberdeenshire",75,Matthew,Hawthorne,,D,Natasha,Smith,,D,R60.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14689,5205,14689,11858,11641,15214,14689,3471,11641,11858,5205,15214,NA
14691,Charlie,Mcguire,FARMER,R,M,Katherine Innes,,19,JANUARY,1933,"18 The Croft, The Holmes, Scottish Borders",74,Brandon,Mcguire,,D,Jennifer,Keir,,D,K25.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14691,5905,14691,11882,11733,18640,14691,3473,11733,11882,5905,18640,NA
14693,Mahdi,Aitchison,FARM LABORER,M,M,Megan Martin,,2,JANUARY,1934,"1 Piedmont Road, Girvan, South Ayrshire",75,Jake,Aitchison,,D,Lucy,Rice,,D,R53.03,R54.05,,SYNTHETIC DATA PRODUCED USING VALIPOP,14693,4673,14693,11888,11201,15582,14693,3475,11201,11888,4673,15582,NA
14695,William,Wales,STO QUARRIER OCCUPAING 4 AC OF LAND,W,M,Alice White,WIFE,17,JUNE,1934,"1 Battery Street, Annan, Dumfries and Galloway",76,Samuel,Wales,,D,Ayse,Currie,,D,R53.03,R54.05,A00.91,SYNTHETIC DATA PRODUCED USING VALIPOP,14695,4419,14695,11904,11317,14950,14695,3477,11317,11904,4419,14950,NA
14697,William,Clark,MAJOR MARINER RETIRED,M,M,Michaela Mckinlay,,3,JUNE,1934,"5 Lochandhu Road, Argyll and Bute",76,Sam,Clark,,D,Lucie,Duncan,,D,J45.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14697,4275,14697,11866,10097,14274,14697,3479,10097,11866,4275,14274,NA
14699,Robert,Campbell,COTTON WEAVER,W,M,Sophie Clark,FORMERLY DOMESTIC SERVT,14,MARCH,1938,"1 Fort Argyll Road, Campbeltown, Argyll and Bute",79,Kieran,Campbell,,D,Victoria,Ferguson,,D,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14699,4512,14699,11896,11223,13904,14699,3408,11223,11896,4512,13904,NA
14701,Connor,Mcguire,STONE CUTTER,W,M,Rhiannon Webster,FLAXDRESSER'S WIFE,12,DECEMBER,1938,"1 Steele Croft Road, Highland",80,Daniel,Mcguire,,D,Mollie,Fell,,D,M79.00,L89.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,14701,4353,14701,11902,10709,14968,14701,3309,10709,11902,4353,14968,NA
14703,Lewis,Mclaren,HERRING FISHER,M,M,Rebecca Mclaren,,19,FEBRUARY,1941,"215 Scott Street, Scottish Borders",82,Jared,Mclaren,,D,Jade,Patterson,,D,N21.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14703,4914,14703,12138,12387,15996,14703,3480,12387,12138,4914,15996,NA
14705,Michael,Logan,,W,M,Mimi Syme,FARMER'S WIFE,12,OCTOBER,1941,"1 Laird's Entry, Langholm, Dumfries and Galloway",83,David,Logan,,D,Aimee,Wood,,D,R54.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14705,4948,14705,12120,11497,16152,14705,3482,11497,12120,4948,16152,NA
14707,Robert,Macphail,,B,M,,,17,DECEMBER,1859,"2 Garnock Street, Dalry, North Ayrshire",0,William,Macphail,,,Demi,Mcmillan,,,K65.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14707,,14707,8924,8791,,14707,2564,8791,8924,,,NA
14709,Daniel,Currie,,B,M,,,23,NOVEMBER,1859,"261 Golf Course Road, Girvan, South Ayrshire",0,Charles,Currie,,,Emily,Johnson,,,G91.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14709,,14709,9408,10979,,14709,3316,10979,9408,,,NA
14711,Jack,Young,,B,M,,,30,AUGUST,1859,"1 Slessor Road, Kincorth, Aberdeen City",0,Joe,Young,,,Kellie,Donaghy,,,J05.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14711,,14711,9442,10163,,14711,3174,10163,9442,,,NA
14713,Ryan,Johnstone,,B,M,,,26,DECEMBER,1859,"3 Strath View, Highland",0,Daniel,Johnstone,,D,Olivia,Robertson,,,A37.90,J20.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,14713,,14713,9414,8895,,14713,2776,8895,9414,,,NA
14715,Josiah,Burns,FISHERMAN'S SON,B,M,,,19,DECEMBER,1859,"22 Monamore Place, Croc, North Ayrshire",0,Kealan,Burns,,,Eleanor,Syme,,,P07.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14715,,14715,9750,9519,,14715,3095,9519,9750,,,NA
14717,John,White,,B,M,,,16,OCTOBER,1859,"1 Reid Street, Moffat, Dumfries and Galloway",0,Joshua,White,,,Celyn,Innes,,,R09.10,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14717,,14717,9878,10211,,14717,3318,10211,9878,,,NA
14719,Simon,Tariq,,B,M,,,20,NOVEMBER,1859,"10 The Croft, The Holmes, Scottish Borders",0,Guy,Tariq,,,Alicea,Robertson,,,A37.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14719,,14719,9840,9217,,14719,3056,9217,9840,,,NA
14721,Dominic,Bull,,B,M,,,20,SEPTEMBER,1859,"1 Marionfield Place, Westfield, Cupar",0,Thomas,Bull,,D,Jennifer,Andrews,,,J05.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14721,,14721,9838,9623,,14721,2900,9623,9838,,,NA
14723,Thomas,O'donnell,,B,M,,,9,DECEMBER,1864,"1 Lein Road, Moray",5,Alexander,O'donnell,,,Chloe,Ferguson,,,A17.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14723,,14723,9810,10507,,14723,3117,10507,9810,,,NA
14725,Macauley,Connelly,,B,M,,,13,MARCH,1866,"8 Ceann An Ora, Na h-Eileanan Siar",6,Alex,Connelly,,,Isabelle,Mccue,,,A00.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14725,,14725,9844,9965,,14725,2934,9965,9844,,,NA
14727,Jack,Robb,RAILWAY LABOURER SON,B,M,,,26,JANUARY,1866,"105 Brunton Park, Manse, Scottish Borders",6,Charles,Robb,,,Phoebe,Rae,,,H66.90,G03.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,14727,,14727,9920,9345,,14727,3023,9345,9920,,,NA
14729,Daniel,Fullarton,,B,M,,,4,MAY,1866,"1 Megs Moss, Coplandhill, Aberdeenshire",6,Jack,Fullarton,,,Ellie,Beaton,,,G91.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14729,,14729,9992,9747,,14729,3024,9747,9992,,,NA
14731,Bob,Innes,BOILER MAKER,B,M,,,4,FEBRUARY,1883,"1 Denbecan, Clackmannanshire",23,Lewis,Innes,,,Chloe,Logan,,,A16.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14731,,14731,10104,10297,,14731,3152,10297,10104,,,NA
14733,Daniel,Ferguson,PLOUGHMAN,B,M,,,12,NOVEMBER,1885,"6 Mallard Road, Aberdeenshire",26,Ryan,Ferguson,,,Harriet,Mccue,,,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14733,,14733,10040,9443,,14733,2941,9443,10040,,,NA
14735,Joshua,Mullen,COAL MINER,M,M,Chloe Beaton,RIGGER'S DAUGHTER,5,SEPTEMBER,1890,"40 Gordon Brown Place, Highland",30,Ieuan,Mullen,,,Jenna,Kerr,,,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14735,4306,14735,10052,9537,14506,14735,2842,9537,10052,4306,14506,NA
14737,Anthony,Mckinlay,DRAPERS ASSISTANT,M,M,Bethany Davies,,1,OCTOBER,1890,"4 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",31,Christopher,Mckinlay,,D,Maria,Logan,,,A16.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14737,4248,14737,10054,8615,15048,14737,3059,8615,10054,4248,15048,NA
14739,Cory,Mackie,IRONSTONE MINER,B,M,,,18,NOVEMBER,1891,"17 St Molios Park, Croc, North Ayrshire",32,Jake,Mackie,,D,Lauren,Middleton,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14739,,14739,10190,8813,,14739,2966,8813,10190,,,NA
14741,Daniel,Kelman,CARPET WEAVER,M,M,Bethany Paterson,DOMESTIC SERVANT,31,JANUARY,1891,"1 Fullarton Drive, Troon, South Ayrshire",31,Aadam,Kelman,,D,Brooke,Dalgarno,,,A16.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14741,4285,14741,10260,9517,14762,14741,3324,9517,10260,4285,14762,NA
14743,Nathan,Patterson,STONE QUARRIER,M,M,Angelica Hutcheson,HOUSE KEEPER,24,FEBRUARY,1900,"53 Ard Struan Road, Highland",40,Levi,Patterson,,D,Chloe,Robinson,,D,A16.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14743,4714,14743,10394,11207,15376,14743,3486,11207,10394,4714,15376,NA
14745,Alastair,Innes,,M,M,Abby Mclaren,,13,MAY,1900,"2 Sunnyside, Fife",40,Daniel,Innes,,D,Leoni,Mcmillan,,D,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14745,4381,14745,10426,10199,14794,14745,3488,10199,10426,4381,14794,NA
14747,Ethan,Syme,MECHANIC,M,M,Ellie Mclaren,,25,DECEMBER,1906,"5 Carbost Mor Road, Highland",47,Joseph,Syme,,D,Charlotte,Garland,,D,G40.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14747,4437,14747,10380,9663,13746,14747,3490,9663,10380,4437,13746,NA
14749,Leandro,Kelman,PLOUGHMAN,M,M,Damilola Davies,,5,JULY,1906,"1591 Castle Road, South Ayrshire",46,Shahrukh,Kelman,,D,Rema,Clark,,D,A16.93,R04.20,,SYNTHETIC DATA PRODUCED USING VALIPOP,14749,4656,14749,10414,10451,13736,14749,3219,10451,10414,4656,13736,NA
14751,Matthew,Mcshane,FARM MANAGER,M,M,Alice Berry,,13,JUNE,1908,"4 Golf Course Road, Girvan, South Ayrshire",48,Ryan,Mcshane,,D,Anwen,Mcmillan,,D,G95.90,G83.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,14751,4568,14751,10408,9635,15496,14751,3222,9635,10408,4568,15496,NA
14753,Matthew,Mclaren,COAL MINER,M,M,Hayley Robb,LAUNDRESS,8,SEPTEMBER,1908,"8 Clanranald Terrace, Highland",48,Paul,Mclaren,,D,Ellena,Mcmillan,,D,R60.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14753,4344,14753,10406,10279,14560,14753,3035,10279,10406,4344,14560,NA
14755,Sean,Reid,MASON,M,M,Nicole Anderson,,8,JUNE,1916,"1 Laurel Grove, Dumfries and Galloway",56,Jake,Reid,,D,Victoria,Flynn,,D,J45.90,J20.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,14755,4451,14755,10462,9639,14836,14755,3331,9639,10462,4451,14836,NA
14757,Thomas,Haig,SHOE MAKER,B,M,,,10,JUNE,1917,"2 Victory Crescent, South Ayrshire",58,Jawaad,Haig,,D,Demilee,Cochrane,,D,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14757,,14757,10634,10841,,14757,3451,10841,10634,,,NA
14759,Kieran,Potts,FARMER OF 3 ACRES,M,M,Megan Robinson,HOUSE KEEPER,31,OCTOBER,1917,"17 Hartrigge Crescent, Scaurs, Scottish Borders",58,Robert,Potts,,D,Diane,Syme,,D,A75.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14759,4710,14759,10628,9325,14956,14759,3078,9325,10628,4710,14956,NA
14761,Liam,Paterson,LOTTER,W,M,Carla Innes,,27,OCTOBER,1918,"18 Monamore Place, Croc, North Ayrshire",58,Matthew,Paterson,,D,Emelia,Smith,,D,G93.83,I64.01,,SYNTHETIC DATA PRODUCED USING VALIPOP,14761,4626,14761,10746,10165,14540,14761,3257,10165,10746,4626,14540,NA
14763,Jordon,Sinclair,SHOE MAKER,M,M,Natalia Reid,,18,DECEMBER,1918,"3 Smiddy Park, Aberdeenshire",59,Calum,Sinclair,,D,Caitlin,Laing,,D,C80.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14763,4636,14763,10706,10651,15524,14763,3192,10651,10706,4636,15524,NA
14765,Jack,Hawthorne,LABOURER AT PITS,B,M,,,5,NOVEMBER,1918,"9 Dail a' Chladaich, Highland",59,Christopher,Hawthorne,,D,Chantelle,Buchan,,D,J42.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14765,,14765,10740,10645,,14765,3417,10645,10740,,,NA
14767,Nicholas,Main,IRONSTONE MINER,M,M,Jodie Webster,,8,FEBRUARY,1918,"3 Larkhall Burn, Glenburn Hall, Jedburgh",58,Jack,Main,,D,Aimee,Bell,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14767,4840,14767,10736,10071,16598,14767,3255,10071,10736,4840,16598,NA
14769,Ryan,Clifford,LABOUR AT FINTRAY HOUSE,M,M,Amy Keir,,26,SEPTEMBER,1920,"257 Cliff View, Aberdeenshire",61,Jake,Clifford,,D,Caitlin,Patterson,,D,N05.94,R02.02,,SYNTHETIC DATA PRODUCED USING VALIPOP,14769,4482,14769,10828,11385,14648,14769,,11385,10828,4482,14648,NA
14771,Oliver,Clark,COTTON WEAVER,M,M,Abigail Martin,FOOLISH,30,JANUARY,1920,"3 Hartrigge Road, Scaurs, Jedburgh",60,Eden,Clark,,D,Rebecca,Logan,,D,C71.94,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14771,4981,14771,10852,10403,14974,14771,3493,10403,10852,4981,14974,NA
14773,Toby,Syme,SHOE MAKER,M,M,Abigail Mcshane,,12,JULY,1920,"1 Mallard Road, Aberdeenshire",60,Omari,Syme,,D,Kimberley,O'donnell,,D,R60.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14773,4350,14773,10844,10933,14846,14773,3226,10933,10844,4350,14846,NA
14775,Connall,Syme,COTTON WEAVER,B,M,,,21,MAY,1920,"258 Golf Course Road, Girvan, South Ayrshire",61,Matthew,Syme,,D,Zara,Innes,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14775,,14775,10820,10747,,14775,3164,10747,10820,,,NA
14777,Jordan,Mccormick,FORESTER,B,M,,,14,DECEMBER,1922,"4 Dales View Place, Meethill, Peterhead",63,Ross,Mccormick,,D,Ella,Spiers,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,14777,,14777,10836,10373,,14777,3230,10373,10836,,,NA
